ShortMessage,LongMessage,Class/SourceLine/0/Message,Class/SourceLine/0/_classname,Class/SourceLine/0/_sourcefile,Class/SourceLine/0/_sourcepath,Class/SourceLine/0/_relSourcepath,Class/Message,Class/_classname,Class/_primary,Method/SourceLine/0/_classname,Method/SourceLine/0/_start,Method/SourceLine/0/_end,Method/SourceLine/0/_startBytecode,Method/SourceLine/0/_endBytecode,Method/SourceLine/0/_sourcefile,Method/SourceLine/0/_sourcepath,Method/SourceLine/0/_relSourcepath,Method/Message,Method/_classname,Method/_name,Method/_signature,Method/_isStatic,Method/_primary,SourceLine/0/Message,SourceLine/0/_classname,SourceLine/0/_primary,SourceLine/0/_start,SourceLine/0/_end,SourceLine/0/_startBytecode,SourceLine/0/_endBytecode,SourceLine/0/_sourcefile,SourceLine/0/_sourcepath,SourceLine/0/_relSourcepath,String/0/Message,String/0/_value,String/0/_role,String/1/Message,String/1/_value,String/1/_role,_type,_priority,_rank,_abbrev,_category,_instanceHash,_instanceOccurrenceNum,_instanceOccurrenceMax,_cweid,SourceLine/1/Message,SourceLine/1/_classname,SourceLine/1/_start,SourceLine/1/_end,SourceLine/1/_startBytecode,SourceLine/1/_endBytecode,SourceLine/1/_sourcefile,SourceLine/1/_sourcepath,SourceLine/1/_relSourcepath,SourceLine/2/Message,SourceLine/2/_classname,SourceLine/2/_start,SourceLine/2/_end,SourceLine/2/_startBytecode,SourceLine/2/_endBytecode,SourceLine/2/_sourcefile,SourceLine/2/_sourcepath,SourceLine/2/_relSourcepath,SourceLine/3/Message,SourceLine/3/_classname,SourceLine/3/_start,SourceLine/3/_end,SourceLine/3/_startBytecode,SourceLine/3/_endBytecode,SourceLine/3/_sourcefile,SourceLine/3/_sourcepath,SourceLine/3/_relSourcepath,SourceLine/4/Message,SourceLine/4/_classname,SourceLine/4/_start,SourceLine/4/_end,SourceLine/4/_startBytecode,SourceLine/4/_endBytecode,SourceLine/4/_sourcefile,SourceLine/4/_sourcepath,SourceLine/4/_relSourcepath,SourceLine/5/Message,SourceLine/5/_classname,SourceLine/5/_start,SourceLine/5/_end,SourceLine/5/_startBytecode,SourceLine/5/_endBytecode,SourceLine/5/_sourcefile,SourceLine/5/_sourcepath,SourceLine/5/_relSourcepath,SourceLine/6/Message,SourceLine/6/_classname,SourceLine/6/_start,SourceLine/6/_end,SourceLine/6/_startBytecode,SourceLine/6/_endBytecode,SourceLine/6/_sourcefile,SourceLine/6/_sourcepath,SourceLine/6/_relSourcepath,SourceLine/7/Message,SourceLine/7/_classname,SourceLine/7/_start,SourceLine/7/_end,SourceLine/7/_startBytecode,SourceLine/7/_endBytecode,SourceLine/7/_sourcefile,SourceLine/7/_sourcepath,SourceLine/7/_relSourcepath,SourceLine/8/Message,SourceLine/8/_classname,SourceLine/8/_start,SourceLine/8/_end,SourceLine/8/_startBytecode,SourceLine/8/_endBytecode,SourceLine/8/_sourcefile,SourceLine/8/_sourcepath,SourceLine/8/_relSourcepath,SourceLine/9/Message,SourceLine/9/_classname,SourceLine/9/_start,SourceLine/9/_end,SourceLine/9/_startBytecode,SourceLine/9/_endBytecode,SourceLine/9/_sourcefile,SourceLine/9/_sourcepath,SourceLine/9/_relSourcepath,SourceLine/10/Message,SourceLine/10/_classname,SourceLine/10/_start,SourceLine/10/_end,SourceLine/10/_startBytecode,SourceLine/10/_endBytecode,SourceLine/10/_sourcefile,SourceLine/10/_sourcepath,SourceLine/10/_relSourcepath,SourceLine/11/Message,SourceLine/11/_classname,SourceLine/11/_start,SourceLine/11/_end,SourceLine/11/_startBytecode,SourceLine/11/_endBytecode,SourceLine/11/_sourcefile,SourceLine/11/_sourcepath,SourceLine/11/_relSourcepath,SourceLine/12/Message,SourceLine/12/_classname,SourceLine/12/_start,SourceLine/12/_end,SourceLine/12/_startBytecode,SourceLine/12/_endBytecode,SourceLine/12/_sourcefile,SourceLine/12/_sourcepath,SourceLine/12/_relSourcepath,SourceLine/13/Message,SourceLine/13/_classname,SourceLine/13/_start,SourceLine/13/_end,SourceLine/13/_startBytecode,SourceLine/13/_endBytecode,SourceLine/13/_sourcefile,SourceLine/13/_sourcepath,SourceLine/13/_relSourcepath,SourceLine/14/Message,SourceLine/14/_classname,SourceLine/14/_start,SourceLine/14/_end,SourceLine/14/_startBytecode,SourceLine/14/_endBytecode,SourceLine/14/_sourcefile,SourceLine/14/_sourcepath,SourceLine/14/_relSourcepath,SourceLine/15/Message,SourceLine/15/_classname,SourceLine/15/_start,SourceLine/15/_end,SourceLine/15/_startBytecode,SourceLine/15/_endBytecode,SourceLine/15/_sourcefile,SourceLine/15/_sourcepath,SourceLine/15/_relSourcepath,SourceLine/16/Message,SourceLine/16/_classname,SourceLine/16/_start,SourceLine/16/_end,SourceLine/16/_startBytecode,SourceLine/16/_endBytecode,SourceLine/16/_sourcefile,SourceLine/16/_sourcepath,SourceLine/16/_relSourcepath,SourceLine/17/Message,SourceLine/17/_classname,SourceLine/17/_start,SourceLine/17/_end,SourceLine/17/_startBytecode,SourceLine/17/_endBytecode,SourceLine/17/_sourcefile,SourceLine/17/_sourcepath,SourceLine/17/_relSourcepath,SourceLine/18/Message,SourceLine/18/_classname,SourceLine/18/_start,SourceLine/18/_end,SourceLine/18/_startBytecode,SourceLine/18/_endBytecode,SourceLine/18/_sourcefile,SourceLine/18/_sourcepath,SourceLine/18/_relSourcepath,SourceLine/19/Message,SourceLine/19/_classname,SourceLine/19/_start,SourceLine/19/_end,SourceLine/19/_startBytecode,SourceLine/19/_endBytecode,SourceLine/19/_sourcefile,SourceLine/19/_sourcepath,SourceLine/19/_relSourcepath,SourceLine/20/Message,SourceLine/20/_classname,SourceLine/20/_start,SourceLine/20/_end,SourceLine/20/_startBytecode,SourceLine/20/_endBytecode,SourceLine/20/_sourcefile,SourceLine/20/_sourcepath,SourceLine/20/_relSourcepath
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In LoadMetadataIntegrationTest.java,alluxio.client.fs.LoadMetadataIntegrationTest,LoadMetadataIntegrationTest.java,alluxio/client/fs/LoadMetadataIntegrationTest.java,test\java\alluxio\client\fs\LoadMetadataIntegrationTest.java,In class alluxio.client.fs.LoadMetadataIntegrationTest,alluxio.client.fs.LoadMetadataIntegrationTest,true,alluxio.client.fs.LoadMetadataIntegrationTest,153,173,0,231,LoadMetadataIntegrationTest.java,alluxio/client/fs/LoadMetadataIntegrationTest.java,test\java\alluxio\client\fs\LoadMetadataIntegrationTest.java,In method alluxio.client.fs.LoadMetadataIntegrationTest.loadMetadataOnceAfterUfsDelete(),alluxio.client.fs.LoadMetadataIntegrationTest,loadMetadataOnceAfterUfsDelete,()V,false,true,At LoadMetadataIntegrationTest.java:[line 161],alluxio.client.fs.LoadMetadataIntegrationTest,true,161,161,92,92,LoadMetadataIntegrationTest.java,alluxio/client/fs/LoadMetadataIntegrationTest.java,test\java\alluxio\client\fs\LoadMetadataIntegrationTest.java,Sink method File(...),File(...),Sink method,,,,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,c9cd7ce75711399085db5ea904916ff7,1,1,22,At LoadMetadataIntegrationTest.java:[line 161],alluxio.client.fs.LoadMetadataIntegrationTest,161,161,89,89,LoadMetadataIntegrationTest.java,alluxio/client/fs/LoadMetadataIntegrationTest.java,test\java\alluxio\client\fs\LoadMetadataIntegrationTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In LoadMetadataIntegrationTest.java,alluxio.client.fs.LoadMetadataIntegrationTest,LoadMetadataIntegrationTest.java,alluxio/client/fs/LoadMetadataIntegrationTest.java,test\java\alluxio\client\fs\LoadMetadataIntegrationTest.java,In class alluxio.client.fs.LoadMetadataIntegrationTest,alluxio.client.fs.LoadMetadataIntegrationTest,true,alluxio.client.fs.LoadMetadataIntegrationTest,210,231,0,536,LoadMetadataIntegrationTest.java,alluxio/client/fs/LoadMetadataIntegrationTest.java,test\java\alluxio\client\fs\LoadMetadataIntegrationTest.java,In method alluxio.client.fs.LoadMetadataIntegrationTest.loadRecursive(),alluxio.client.fs.LoadMetadataIntegrationTest,loadRecursive,()V,false,true,At LoadMetadataIntegrationTest.java:[line 215],alluxio.client.fs.LoadMetadataIntegrationTest,true,215,215,81,81,LoadMetadataIntegrationTest.java,alluxio/client/fs/LoadMetadataIntegrationTest.java,test\java\alluxio\client\fs\LoadMetadataIntegrationTest.java,Sink method File(...),File(...),Sink method,,,,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,68946929d85e7df95d004187964a0570,0,0,22,At LoadMetadataIntegrationTest.java:[line 215],alluxio.client.fs.LoadMetadataIntegrationTest,215,215,78,78,LoadMetadataIntegrationTest.java,alluxio/client/fs/LoadMetadataIntegrationTest.java,test\java\alluxio\client\fs\LoadMetadataIntegrationTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file write),FileWriter(...) writes to a file whose location might be specified by user input,In LoadMetadataIntegrationTest.java,alluxio.client.fs.LoadMetadataIntegrationTest,LoadMetadataIntegrationTest.java,alluxio/client/fs/LoadMetadataIntegrationTest.java,test\java\alluxio\client\fs\LoadMetadataIntegrationTest.java,In class alluxio.client.fs.LoadMetadataIntegrationTest,alluxio.client.fs.LoadMetadataIntegrationTest,true,alluxio.client.fs.LoadMetadataIntegrationTest,77,84,0,206,LoadMetadataIntegrationTest.java,alluxio/client/fs/LoadMetadataIntegrationTest.java,test\java\alluxio\client\fs\LoadMetadataIntegrationTest.java,In method alluxio.client.fs.LoadMetadataIntegrationTest.before(),alluxio.client.fs.LoadMetadataIntegrationTest,before,()V,false,true,At LoadMetadataIntegrationTest.java:[line 81],alluxio.client.fs.LoadMetadataIntegrationTest,true,81,81,116,116,LoadMetadataIntegrationTest.java,alluxio/client/fs/LoadMetadataIntegrationTest.java,test\java\alluxio\client\fs\LoadMetadataIntegrationTest.java,Sink method FileWriter(...),FileWriter(...),Sink method,,,,PATH_TRAVERSAL_OUT,2,7,SECPTO,SECURITY,8a4146da973403ecdd50c6b79e432d96,0,0,22,At LoadMetadataIntegrationTest.java:[line 81],alluxio.client.fs.LoadMetadataIntegrationTest,81,81,113,113,LoadMetadataIntegrationTest.java,alluxio/client/fs/LoadMetadataIntegrationTest.java,test\java\alluxio\client\fs\LoadMetadataIntegrationTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file write),FileWriter(...) writes to a file whose location might be specified by user input,In LoadMetadataIntegrationTest.java,alluxio.client.fs.LoadMetadataIntegrationTest,LoadMetadataIntegrationTest.java,alluxio/client/fs/LoadMetadataIntegrationTest.java,test\java\alluxio\client\fs\LoadMetadataIntegrationTest.java,In class alluxio.client.fs.LoadMetadataIntegrationTest,alluxio.client.fs.LoadMetadataIntegrationTest,true,alluxio.client.fs.LoadMetadataIntegrationTest,210,231,0,536,LoadMetadataIntegrationTest.java,alluxio/client/fs/LoadMetadataIntegrationTest.java,test\java\alluxio\client\fs\LoadMetadataIntegrationTest.java,In method alluxio.client.fs.LoadMetadataIntegrationTest.loadRecursive(),alluxio.client.fs.LoadMetadataIntegrationTest,loadRecursive,()V,false,true,At LoadMetadataIntegrationTest.java:[line 216],alluxio.client.fs.LoadMetadataIntegrationTest,true,216,216,132,132,LoadMetadataIntegrationTest.java,alluxio/client/fs/LoadMetadataIntegrationTest.java,test\java\alluxio\client\fs\LoadMetadataIntegrationTest.java,Sink method FileWriter(...),FileWriter(...),Sink method,,,,PATH_TRAVERSAL_OUT,2,7,SECPTO,SECURITY,95e6341133c94eee2196ca4c39693354,0,0,22,At LoadMetadataIntegrationTest.java:[line 216],alluxio.client.fs.LoadMetadataIntegrationTest,216,216,129,129,LoadMetadataIntegrationTest.java,alluxio/client/fs/LoadMetadataIntegrationTest.java,test\java\alluxio\client\fs\LoadMetadataIntegrationTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In PinIntegrationTest.java,alluxio.client.fs.PinIntegrationTest,PinIntegrationTest.java,alluxio/client/fs/PinIntegrationTest.java,test\java\alluxio\client\fs\PinIntegrationTest.java,In class alluxio.client.fs.PinIntegrationTest,alluxio.client.fs.PinIntegrationTest,true,alluxio.client.fs.PinIntegrationTest,181,204,0,355,PinIntegrationTest.java,alluxio/client/fs/PinIntegrationTest.java,test\java\alluxio\client\fs\PinIntegrationTest.java,In method alluxio.client.fs.PinIntegrationTest.pinDiscoverNewFiles(),alluxio.client.fs.PinIntegrationTest,pinDiscoverNewFiles,()V,false,true,At PinIntegrationTest.java:[line 184],alluxio.client.fs.PinIntegrationTest,true,184,184,12,12,PinIntegrationTest.java,alluxio/client/fs/PinIntegrationTest.java,test\java\alluxio\client\fs\PinIntegrationTest.java,Sink method File(...),File(...),Sink method,,,,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,79ce5b6de9a48abddd1029627e8ecdb7,0,0,22,At PinIntegrationTest.java:[line 184],alluxio.client.fs.PinIntegrationTest,184,184,9,9,PinIntegrationTest.java,alluxio/client/fs/PinIntegrationTest.java,test\java\alluxio\client\fs\PinIntegrationTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file write),FileWriter(...) writes to a file whose location might be specified by user input,In PinIntegrationTest.java,alluxio.client.fs.PinIntegrationTest,PinIntegrationTest.java,alluxio/client/fs/PinIntegrationTest.java,test\java\alluxio\client\fs\PinIntegrationTest.java,In class alluxio.client.fs.PinIntegrationTest,alluxio.client.fs.PinIntegrationTest,true,alluxio.client.fs.PinIntegrationTest,181,204,0,355,PinIntegrationTest.java,alluxio/client/fs/PinIntegrationTest.java,test\java\alluxio\client\fs\PinIntegrationTest.java,In method alluxio.client.fs.PinIntegrationTest.pinDiscoverNewFiles(),alluxio.client.fs.PinIntegrationTest,pinDiscoverNewFiles,()V,false,true,At PinIntegrationTest.java:[line 186],alluxio.client.fs.PinIntegrationTest,true,186,186,33,33,PinIntegrationTest.java,alluxio/client/fs/PinIntegrationTest.java,test\java\alluxio\client\fs\PinIntegrationTest.java,Sink method FileWriter(...),FileWriter(...),Sink method,,,,PATH_TRAVERSAL_OUT,2,7,SECPTO,SECURITY,d04bd412b1d04afba0dd29c1af19bcda,0,0,22,At PinIntegrationTest.java:[line 186],alluxio.client.fs.PinIntegrationTest,186,186,30,30,PinIntegrationTest.java,alluxio/client/fs/PinIntegrationTest.java,test\java\alluxio\client\fs\PinIntegrationTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In UfsSyncIntegrationTest.java,alluxio.client.fs.UfsSyncIntegrationTest,UfsSyncIntegrationTest.java,alluxio/client/fs/UfsSyncIntegrationTest.java,test\java\alluxio\client\fs\UfsSyncIntegrationTest.java,In class alluxio.client.fs.UfsSyncIntegrationTest,alluxio.client.fs.UfsSyncIntegrationTest,true,alluxio.client.fs.UfsSyncIntegrationTest,107,112,0,125,UfsSyncIntegrationTest.java,alluxio/client/fs/UfsSyncIntegrationTest.java,test\java\alluxio\client\fs\UfsSyncIntegrationTest.java,In method alluxio.client.fs.UfsSyncIntegrationTest.before(),alluxio.client.fs.UfsSyncIntegrationTest,before,()V,false,true,At UfsSyncIntegrationTest.java:[line 110],alluxio.client.fs.UfsSyncIntegrationTest,true,110,110,49,49,UfsSyncIntegrationTest.java,alluxio/client/fs/UfsSyncIntegrationTest.java,test\java\alluxio\client\fs\UfsSyncIntegrationTest.java,Sink method File(...),File(...),Sink method,,,,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,bba1462b32c7c8810d3362d2e0b1cb3a,0,0,22,At UfsSyncIntegrationTest.java:[line 110],alluxio.client.fs.UfsSyncIntegrationTest,110,110,46,46,UfsSyncIntegrationTest.java,alluxio/client/fs/UfsSyncIntegrationTest.java,test\java\alluxio\client\fs\UfsSyncIntegrationTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In UfsSyncIntegrationTest.java,alluxio.client.fs.UfsSyncIntegrationTest,UfsSyncIntegrationTest.java,alluxio/client/fs/UfsSyncIntegrationTest.java,test\java\alluxio\client\fs\UfsSyncIntegrationTest.java,In class alluxio.client.fs.UfsSyncIntegrationTest,alluxio.client.fs.UfsSyncIntegrationTest,true,alluxio.client.fs.UfsSyncIntegrationTest,802,815,0,332,UfsSyncIntegrationTest.java,alluxio/client/fs/UfsSyncIntegrationTest.java,test\java\alluxio\client\fs\UfsSyncIntegrationTest.java,"In method alluxio.client.fs.UfsSyncIntegrationTest.checkUfsListing(String, List)",alluxio.client.fs.UfsSyncIntegrationTest,checkUfsListing,(Ljava/lang/String;Ljava/util/List;)V,false,true,At UfsSyncIntegrationTest.java:[line 802],alluxio.client.fs.UfsSyncIntegrationTest,true,802,802,5,5,UfsSyncIntegrationTest.java,alluxio/client/fs/UfsSyncIntegrationTest.java,test\java\alluxio\client\fs\UfsSyncIntegrationTest.java,Sink method File(...),File(...),Sink method,,,,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,71a5dcccc6ab79859ac50ba4e1949470,0,0,22,At UfsSyncIntegrationTest.java:[line 767],alluxio.client.fs.UfsSyncIntegrationTest,767,767,107,107,UfsSyncIntegrationTest.java,alluxio/client/fs/UfsSyncIntegrationTest.java,test\java\alluxio\client\fs\UfsSyncIntegrationTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In UfsSyncIntegrationTest.java,alluxio.client.fs.UfsSyncIntegrationTest,UfsSyncIntegrationTest.java,alluxio/client/fs/UfsSyncIntegrationTest.java,test\java\alluxio\client\fs\UfsSyncIntegrationTest.java,In class alluxio.client.fs.UfsSyncIntegrationTest,alluxio.client.fs.UfsSyncIntegrationTest,true,alluxio.client.fs.UfsSyncIntegrationTest,776,799,0,445,UfsSyncIntegrationTest.java,alluxio/client/fs/UfsSyncIntegrationTest.java,test\java\alluxio\client\fs\UfsSyncIntegrationTest.java,In method alluxio.client.fs.UfsSyncIntegrationTest.checkUriStatus(URIStatus),alluxio.client.fs.UfsSyncIntegrationTest,checkUriStatus,(Lalluxio/client/file/URIStatus;)V,false,true,At UfsSyncIntegrationTest.java:[line 776],alluxio.client.fs.UfsSyncIntegrationTest,true,776,776,8,8,UfsSyncIntegrationTest.java,alluxio/client/fs/UfsSyncIntegrationTest.java,test\java\alluxio\client\fs\UfsSyncIntegrationTest.java,Sink method File(...),File(...),Sink method,,,,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,79ef038a85fe221ca462d22d0e1d5c70,0,0,22,At UfsSyncIntegrationTest.java:[line 776],alluxio.client.fs.UfsSyncIntegrationTest,776,776,5,5,UfsSyncIntegrationTest.java,alluxio/client/fs/UfsSyncIntegrationTest.java,test\java\alluxio\client\fs\UfsSyncIntegrationTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In UfsSyncIntegrationTest.java,alluxio.client.fs.UfsSyncIntegrationTest,UfsSyncIntegrationTest.java,alluxio/client/fs/UfsSyncIntegrationTest.java,test\java\alluxio\client\fs\UfsSyncIntegrationTest.java,In class alluxio.client.fs.UfsSyncIntegrationTest,alluxio.client.fs.UfsSyncIntegrationTest,true,alluxio.client.fs.UfsSyncIntegrationTest,116,127,0,163,UfsSyncIntegrationTest.java,alluxio/client/fs/UfsSyncIntegrationTest.java,test\java\alluxio\client\fs\UfsSyncIntegrationTest.java,In method alluxio.client.fs.UfsSyncIntegrationTest.getStatusNoSync(),alluxio.client.fs.UfsSyncIntegrationTest,getStatusNoSync,()V,false,true,At UfsSyncIntegrationTest.java:[line 122],alluxio.client.fs.UfsSyncIntegrationTest,true,122,122,45,45,UfsSyncIntegrationTest.java,alluxio/client/fs/UfsSyncIntegrationTest.java,test\java\alluxio\client\fs\UfsSyncIntegrationTest.java,Sink method File(...),File(...),Sink method,,,,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,b19a05b2fbade87241d7995e23cf74b9,0,0,22,At UfsSyncIntegrationTest.java:[line 122],alluxio.client.fs.UfsSyncIntegrationTest,122,122,42,42,UfsSyncIntegrationTest.java,alluxio/client/fs/UfsSyncIntegrationTest.java,test\java\alluxio\client\fs\UfsSyncIntegrationTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In UfsSyncIntegrationTest.java,alluxio.client.fs.UfsSyncIntegrationTest,UfsSyncIntegrationTest.java,alluxio/client/fs/UfsSyncIntegrationTest.java,test\java\alluxio\client\fs\UfsSyncIntegrationTest.java,In class alluxio.client.fs.UfsSyncIntegrationTest,alluxio.client.fs.UfsSyncIntegrationTest,true,alluxio.client.fs.UfsSyncIntegrationTest,282,309,0,421,UfsSyncIntegrationTest.java,alluxio/client/fs/UfsSyncIntegrationTest.java,test\java\alluxio\client\fs\UfsSyncIntegrationTest.java,In method alluxio.client.fs.UfsSyncIntegrationTest.lastModifiedLocalFileSync(),alluxio.client.fs.UfsSyncIntegrationTest,lastModifiedLocalFileSync,()V,false,true,At UfsSyncIntegrationTest.java:[line 290],alluxio.client.fs.UfsSyncIntegrationTest,true,290,290,79,79,UfsSyncIntegrationTest.java,alluxio/client/fs/UfsSyncIntegrationTest.java,test\java\alluxio\client\fs\UfsSyncIntegrationTest.java,Sink method File(...),File(...),Sink method,,,,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,c721a129b1fb7d3d73bfe3526e93b45c,0,1,22,At UfsSyncIntegrationTest.java:[line 290],alluxio.client.fs.UfsSyncIntegrationTest,290,290,76,76,UfsSyncIntegrationTest.java,alluxio/client/fs/UfsSyncIntegrationTest.java,test\java\alluxio\client\fs\UfsSyncIntegrationTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In UfsSyncIntegrationTest.java,alluxio.client.fs.UfsSyncIntegrationTest,UfsSyncIntegrationTest.java,alluxio/client/fs/UfsSyncIntegrationTest.java,test\java\alluxio\client\fs\UfsSyncIntegrationTest.java,In class alluxio.client.fs.UfsSyncIntegrationTest,alluxio.client.fs.UfsSyncIntegrationTest,true,alluxio.client.fs.UfsSyncIntegrationTest,282,309,0,421,UfsSyncIntegrationTest.java,alluxio/client/fs/UfsSyncIntegrationTest.java,test\java\alluxio\client\fs\UfsSyncIntegrationTest.java,In method alluxio.client.fs.UfsSyncIntegrationTest.lastModifiedLocalFileSync(),alluxio.client.fs.UfsSyncIntegrationTest,lastModifiedLocalFileSync,()V,false,true,At UfsSyncIntegrationTest.java:[line 300],alluxio.client.fs.UfsSyncIntegrationTest,true,300,300,130,130,UfsSyncIntegrationTest.java,alluxio/client/fs/UfsSyncIntegrationTest.java,test\java\alluxio\client\fs\UfsSyncIntegrationTest.java,Sink method File(...),File(...),Sink method,,,,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,c721a129b1fb7d3d73bfe3526e93b45c,1,1,22,At UfsSyncIntegrationTest.java:[line 300],alluxio.client.fs.UfsSyncIntegrationTest,300,300,127,127,UfsSyncIntegrationTest.java,alluxio/client/fs/UfsSyncIntegrationTest.java,test\java\alluxio\client\fs\UfsSyncIntegrationTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
